지역,아파트,면적,층,가격
경기도 성남분당구 삼평동,봇들마을1단지(판교신미주),82.794,10,147000
경기도 성남분당구 삼평동,봇들마을2단지(이지더원),84.2822,3,123500
경기도 성남분당구 삼평동,봇들마을2단지(이지더원),84.2822,3,123000
경기도 성남분당구 삼평동,봇들마을2단지(이지더원),84.2822,9,130000
경기도 성남분당구 삼평동,봇들마을2단지(이지더원),83.392,9,130000
경기도 성남분당구 삼평동,봇들마을3단지(주공),59.95,12,115000
경기도 성남분당구 삼평동,봇들마을3단지(주공),59.84,11,115500
경기도 성남분당구 삼평동,봇들마을3단지(주공),59.84,11,115500
경기도 성남분당구 삼평동,봇들마을3단지(주공),59.84,4,105000
경기도 성남분당구 삼평동,봇들마을4단지(주공),84.98,11,148000
경기도 성남분당구 삼평동,봇들마을4단지(주공),74.92,4,135000
경기도 성남분당구 삼평동,봇들마을7단지,108.15,18,195000
경기도 성남분당구 삼평동,봇들마을7단지,108.34,8,200000
경기도 성남분당구 삼평동,봇들마을8단지(주공),84.82,8,190000
경기도 성남분당구 삼평동,봇들마을9단지(금호어울림),101,15,185800
경기도 성남분당구 삼평동,봇들마을9단지(금호어울림),115.07,2,195000
경기도 성남분당구 서현동,시범우성,45.99,1,72500
경기도 성남분당구 서현동,시범우성,129.21,5,150000
경기도 성남분당구 서현동,시범우성,84.6,2,126000
경기도 성남분당구 서현동,시범우성,75.9,15,109000
경기도 성남분당구 서현동,시범우성,164.4,4,170000
경기도 성남분당구 서현동,시범우성,84.6,5,131000
경기도 성남분당구 서현동,시범우성,84.6,14,129000
경기도 성남분당구 서현동,시범우성,129.21,1,147500
경기도 성남분당구 서현동,시범우성,84.6,3,129500
경기도 성남분당구 서현동,시범한신,84.69,4,148000
경기도 성남분당구 서현동,시범한신,133.295,12,187000
경기도 성남분당구 서현동,시범한신,84.69,1,135000
경기도 성남분당구 서현동,시범한신,84.69,15,149000
경기도 성남분당구 서현동,시범한신,133.295,7,169000
경기도 성남분당구 서현동,시범한신,84.69,7,141500
경기도 성남분당구 서현동,시범한양,59.13,14,105000
경기도 성남분당구 서현동,시범한양,84.93,29,139000
경기도 성남분당구 서현동,시범한양,164.18,18,177500
경기도 성남분당구 서현동,시범한양,134.87,6,173000
경기도 성남분당구 서현동,시범한양,164.18,28,195000
경기도 성남분당구 서현동,시범한양,164.18,14,197000
경기도 성남분당구 서현동,시범현대,189.63,1,173500
경기도 성남분당구 서현동,시범현대,129.56,12,169000
경기도 성남분당구 서현동,효자촌(대우),53.82,1,63000
경기도 성남분당구 서현동,효자촌(대우),53.82,15,65900
경기도 성남분당구 서현동,효자촌(대창),70.686,1,85500
경기도 성남분당구 서현동,효자촌(동아),128.28,15,146700
경기도 성남분당구 서현동,효자촌(동아),101.82,4,119000
경기도 성남분당구 서현동,효자촌(동아),128.28,5,132000
경기도 성남분당구 서현동,효자촌(삼환),101.64,13,119000
경기도 성남분당구 서현동,효자촌(삼환),84.157,6,104000
경기도 성남분당구 서현동,효자촌(임광),59.73,3,75000
경기도 성남분당구 서현동,효자촌(화성),70.686,12,90000
경기도 성남분당구 수내동,양지마을(2단지)(청구),134.8,19,183000
경기도 성남분당구 수내동,양지마을(2단지)(청구),134.8,2,176000
경기도 성남분당구 수내동,양지마을(5단지)(한양501-514),35.1,7,65000
경기도 성남분당구 수내동,양지마을(5단지)(한양515-529),134.55,13,188000
경기도 성남분당구 수내동,양지마을(5단지)(한양515-529),134.55,11,175000
경기도 성남분당구 수내동,양지마을(금호1),193.85,18,200000
경기도 성남분당구 수내동,양지마을(금호1),84.9,11,154500
경기도 성남분당구 수내동,파크타운(대림),101.91,6,141000
경기도 성남분당구 수내동,파크타운(롯데),101.835,1,141000
경기도 성남분당구 수내동,파크타운(롯데),134.91,6,166000
경기도 성남분당구 수내동,파크타운(롯데),131.49,11,183500
경기도 성남분당구 수내동,파크타운(삼익),131.49,15,165000
경기도 성남분당구 수내동,파크타운(서안),101.91,15,137000
경기도 성남분당구 수내동,파크타운(서안),131.49,9,165000
경기도 성남분당구 수내동,파크타운(서안),131.49,7,178000
경기도 성남분당구 수내동,파크타운(서안),134.91,5,160000
경기도 성남분당구 수내동,파크타운(서안),101.91,1,135000
경기도 성남분당구 수내동,푸른마을(벽산),163.83,18,156000
경기도 성남분당구 수내동,푸른마을(신성),84.72,6,110000
경기도 성남분당구 수내동,푸른마을(신성),84.72,6,120000
경기도 성남분당구 수내동,푸른마을(쌍용),84.72,19,126000
경기도 성남분당구 수내동,푸른마을(쌍용),84.72,8,121000
경기도 성남분당구 수내동,푸른마을(쌍용),84.72,11,122500
경기도 성남분당구 수내동,푸른마을(쌍용),59.78,1,79500
경기도 성남분당구 수내동,푸른마을(쌍용),84.72,11,122300
경기도 성남분당구 수내동,푸른마을(쌍용),131.4,6,154500
경기도 성남분당구 야탑동,동원로얄듀크,96.59,19,80000
경기도 성남분당구 야탑동,매화마을(주공4),35.28,14,45700
경기도 성남분당구 야탑동,매화마을(주공4),35.28,5,44900
경기도 성남분당구 야탑동,매화마을(주공4),35.28,10,45000
경기도 성남분당구 야탑동,매화마을(주공4),35.28,2,45900
경기도 성남분당구 야탑동,매화마을(주공4),35.28,14,44000
경기도 성남분당구 야탑동,매화마을공무원1,59.98,17,70000
경기도 성남분당구 야탑동,매화마을공무원1,49.67,6,63400
경기도 성남분당구 야탑동,매화마을공무원2,58.71,17,67000
경기도 성남분당구 야탑동,매화마을공무원2,67.43,7,76000
경기도 성남분당구 야탑동,매화마을공무원2,58.71,21,70500
경기도 성남분당구 야탑동,매화마을공무원2,66.6,11,76800
경기도 성남분당구 야탑동,목련마을(한일),84.93,6,80000
경기도 성남분당구 야탑동,목련마을SK,59.93,8,50500
경기도 성남분당구 야탑동,목련마을SK,59.93,9,47800
경기도 성남분당구 야탑동,목련마을SK,59.93,11,48000
경기도 성남분당구 야탑동,야탑진흥더블파크,84.93,8,92500
경기도 성남분당구 야탑동,장미마을(동부),59.76,8,82500
경기도 성남분당구 야탑동,장미마을(동부),59.76,8,82000
경기도 성남분당구 야탑동,장미마을(동부),70.56,10,87500
경기도 성남분당구 야탑동,장미마을(동부),59.76,2,84400
경기도 성남분당구 야탑동,장미마을(코오롱)1,74.14,14,92000
경기도 성남분당구 야탑동,장미마을(코오롱)1,59.55,11,78000
경기도 성남분당구 야탑동,장미마을(현대),59.4,6,75800
경기도 성남분당구 야탑동,장미마을(현대),74.61,15,89000
경기도 성남분당구 야탑동,장미마을(현대),84.97,5,100000
경기도 성남분당구 야탑동,장미마을(현대),75.188,7,94000
경기도 성남분당구 야탑동,장미마을(현대),84.97,15,98000
경기도 성남분당구 야탑동,장미마을(현대),74.61,7,90000
경기도 성남분당구 야탑동,탑마을(경남)1,69.87,8,93000
경기도 성남분당구 야탑동,탑마을(경남)1,69.87,14,94000
경기도 성남분당구 야탑동,탑마을(경향),131.4,4,120000
경기도 성남분당구 야탑동,탑마을(기산)1,131.4,16,134500
경기도 성남분당구 야탑동,탑마을(대우),134.31,12,128000
경기도 성남분당구 야탑동,탑마을(대우),134.31,3,114000
경기도 성남분당구 야탑동,탑마을(벽산),114.93,2,105000
경기도 성남분당구 야탑동,탑마을(주공),35.28,9,53700
경기도 성남분당구 운중동,산운마을11단지(판교포레라움),51.16,12,87000
경기도 성남분당구 운중동,산운마을11단지(판교포레라움),59.9,10,104000
경기도 성남분당구 운중동,산운마을12단지(주공),55.44,11,85700
경기도 성남분당구 운중동,산운마을12단지(주공),59.84,5,95000
경기도 성남분당구 운중동,산운마을12단지(주공),59.84,12,95500
경기도 성남분당구 운중동,산운마을12단지(주공),55.44,7,92500
경기도 성남분당구 운중동,산운마을13단지(태영),84.82,19,129500
경기도 성남분당구 운중동,산운마을13단지(태영),115.11,15,148500
경기도 성남분당구 운중동,산운마을13단지(태영),115.52,8,150000
경기도 성남분당구 운중동,산운마을14단지(경남아너스빌),101.14,5,138500
경기도 성남분당구 운중동,산운마을14단지(경남아너스빌),115.44,1,139000
경기도 성남분당구 운중동,산운마을14단지(경남아너스빌),101.25,12,135000
경기도 성남분당구 운중동,산운마을14단지(경남아너스빌),101.25,4,127500
경기도 성남분당구 운중동,산운마을14단지(경남아너스빌),122.63,1,135000
경기도 성남분당구 운중동,산운마을8단지(부영사랑으로),59.612,9,98000
경기도 성남분당구 운중동,산운마을8단지(부영사랑으로),81.019,10,116000
경기도 성남분당구 운중동,산운마을8단지(부영사랑으로),81.019,9,118000
경기도 성남분당구 운중동,산운마을8단지(부영사랑으로),81.019,10,116500
경기도 성남분당구 운중동,산운마을9단지(대방노블랜드),59.93,14,110000
경기도 성남분당구 이매동,아름마을(건영),101.85,14,123000
경기도 성남분당구 이매동,아름마을(건영),195.08,6,145000
경기도 성남분당구 이매동,아름마을(건영),163.44,12,157000
경기도 성남분당구 이매동,아름마을(삼호),158.4,4,178000
경기도 성남분당구 이매동,아름마을(선경),41.76,11,79000
경기도 성남분당구 이매동,아름마을(태영),101.85,5,120000
경기도 성남분당구 이매동,아름마을(태영),101.85,13,120000
경기도 성남분당구 이매동,아름마을(효성),163.95,3,150000
경기도 성남분당구 이매동,이매촌(금강),99.17,4,120000
경기도 성남분당구 이매동,이매촌(금강),50.82,8,80000
경기도 성남분당구 이매동,이매촌(동부코오롱),126.2,5,165000
경기도 성남분당구 이매동,이매촌(동신9),101.79,4,146000
경기도 성남분당구 이매동,이매촌(삼성),174.67,2,145000
경기도 성남분당구 이매동,이매촌(삼환),116.82,7,133000
경기도 성남분당구 이매동,이매촌(삼환),84.93,13,124000
경기도 성남분당구 이매동,이매촌(성지),84.9,7,135000
경기도 성남분당구 이매동,이매촌(진흥),59.58,15,99000
경기도 성남분당구 이매동,이매촌(진흥),59.58,4,98000
경기도 성남분당구 이매동,이매촌(한신),50.1,4,84550
경기도 성남분당구 정자동,느티마을(3단지)(공무원),58.71,12,102000
경기도 성남분당구 정자동,느티마을(3단지)(공무원),66.6,10,135000
경기도 성남분당구 정자동,느티마을(4단지)(공무원),67.43,5,115000
경기도 성남분당구 정자동,느티마을(4단지)(공무원),58.19,2,90000
경기도 성남분당구 정자동,느티마을(4단지)(공무원),67.43,6,109000
경기도 성남분당구 정자동,느티마을(4단지)(공무원),58.71,3,64000
경기도 성남분당구 정자동,느티마을(4단지)(공무원),67.43,12,121000
경기도 성남분당구 정자동,느티마을(4단지)(공무원),58.19,11,93500
경기도 성남분당구 정자동,느티마을(4단지)(공무원),58.71,20,99000
경기도 성남분당구 정자동,느티마을(4단지)(공무원),58.71,3,64000
경기도 성남분당구 정자동,느티마을(4단지)(공무원),58.71,8,110000
경기도 성남분당구 정자동,느티마을(4단지)(공무원),67.43,7,119000
경기도 성남분당구 정자동,느티마을(4단지)(공무원),58.71,13,110000
경기도 성남분당구 정자동,느티마을(4단지)(공무원),66.6,8,130000
경기도 성남분당구 정자동,느티마을(4단지)(공무원),58.71,14,115000
경기도 성남분당구 정자동,미켈란쉐르빌,165.25,33,190000
경기도 성남분당구 정자동,분당더샵스타파크,116.7905,24,155000
경기도 성남분당구 정자동,분당더샵스타파크,84.9316,17,130000
경기도 성남분당구 정자동,분당파크뷰,199.777,12,320000
경기도 성남분당구 정자동,분당파크뷰,182.232,18,290000
경기도 성남분당구 정자동,분당파크뷰,162.869,20,250000
경기도 성남분당구 정자동,분당파크뷰,124.515,7,220000
경기도 성남분당구 정자동,삼성아데나루체,127.75,8,158000
경기도 성남분당구 정자동,삼성아데나루체,143.65,11,164000
경기도 성남분당구 정자동,상록마을(라이프2차),84.78,5,122500
경기도 성남분당구 정자동,상록마을(보성),48.84,13,77000
경기도 성남분당구 정자동,상록마을(보성),48.84,13,77000
경기도 성남분당구 정자동,상록마을(우성)1,55.14,2,85000
경기도 성남분당구 정자동,상록마을(우성)1,69.12,1,107500
경기도 성남분당구 정자동,상록마을(우성)1,129.72,19,170000
경기도 성남분당구 정자동,상록마을(우성)1,55.14,3,89000
경기도 성남분당구 정자동,상록마을(우성)1,101.98,2,151000
경기도 성남분당구 정자동,상록마을(우성)1,129.72,4,167000
경기도 성남분당구 정자동,상록마을(우성)1,69.12,13,127000
경기도 성남분당구 정자동,상록마을(임광),84.97,2,116000
경기도 성남분당구 정자동,정든마을(1단지)(동아),154.89,5,100000
경기도 성남분당구 정자동,정든마을(1단지)(동아),124.26,11,124000
경기도 성남분당구 정자동,정든마을(1단지)(동아),154.89,2,128000
경기도 성남분당구 정자동,정든마을(1단지)(동아),154.89,9,137000
경기도 성남분당구 정자동,정든마을(2단지)(동아),84.97,21,107000
경기도 성남분당구 정자동,정든마을(4단지)(우성),129.72,22,137000
경기도 성남분당구 정자동,정든마을(4단지)(우성),162.57,5,134000
경기도 성남분당구 정자동,정든마을(5단지)(신화),101.82,5,123000
경기도 성남분당구 정자동,정든마을(5단지)(신화),52.44,11,82750
경기도 성남분당구 정자동,한솔마을(1단지)(청구),84.965,16,110000
경기도 성남분당구 정자동,한솔마을(1단지)(청구),101.99,16,121000
경기도 성남분당구 정자동,한솔마을(1단지)(청구),49.35,12,79000
경기도 성남분당구 정자동,한솔마을(2단지)(LG),134.94,15,145000
경기도 성남분당구 정자동,한솔마을(4단지)(주공),41.85,10,63000
경기도 성남분당구 정자동,한솔마을(4단지)(주공),35.28,11,50000
경기도 성남분당구 정자동,한솔마을(4단지)(주공),35.28,10,59500
경기도 성남분당구 정자동,한솔마을(4단지)(주공),36,7,59500
경기도 성남분당구 정자동,한솔마을(4단지)(주공),41.85,3,61000
경기도 성남분당구 정자동,한솔마을(5단지)(주공),42.75,15,58000
경기도 성남분당구 정자동,한솔마을(5단지)(주공),42.75,24,60000
경기도 성남분당구 정자동,한솔마을(5단지)(주공),41.85,9,58000
경기도 성남분당구 정자동,한솔마을(5단지)(주공),42.75,14,75000
경기도 성남분당구 정자동,한솔마을(6단지)(주공),37.67,3,55000
경기도 성남분당구 정자동,한솔마을(6단지)(주공),37.67,5,61000
경기도 성남분당구 정자동,한솔마을(6단지)(주공),58.19,9,70000
경기도 성남분당구 정자동,한솔마을(6단지)(주공),58.19,12,89000
경기도 성남분당구 정자동,한솔마을(6단지)(주공),39.87,18,63700
경기도 성남분당구 정자동,현대I-PARK1,146.1,3,160000
경기도 성남분당구 정자동,현대I-PARK1,196.38,8,232000
경기도 성남분당구 정자동,현대I-PARK1,80.82,18,117000
경기도 성남분당구 정자동,현대I-PARK3,171.39,6,215000
경기도 성남분당구 정자동,현대I-PARK3,84.92,9,136000
경기도 성남분당구 판교동,판교원마을12단지(힐스테이트),115.87,12,96000
경기도 성남분당구 판교동,판교원마을2단지(푸르지오),115.2,7,162000
경기도 성남분당구 판교동,판교원마을5단지(푸르지오),116.04,32,174500
경기도 성남분당구 판교동,판교원마을5단지(푸르지오),84.51,26,140000
경기도 성남분당구 판교동,판교원마을6단지(진원로제비앙),59.667,1,84000
경기도 성남분당구 판교동,판교원마을6단지(진원로제비앙),58.24,10,93000
경기도 성남분당구 판교동,판교원마을6단지(진원로제비앙),83.33,18,117000
경기도 성남분당구 판교동,판교원마을7단지(모아미래도),80.21,15,117000
경기도 성남분당구 판교동,판교원마을9단지(한림풀에버),84.9958,20,125000
경기도 성남분당구 판교동,판교원마을9단지(한림풀에버),84.9505,14,134000
경기도 성남수정구 단대동,단대푸르지오,84.7,6,84700
경기도 성남수정구 단대동,진로,59.97,10,49500
경기도 성남수정구 단대동,코오롱하늘채,84.9983,9,60000
경기도 성남수정구 신흥동,미래타운2차,59.9386,8,47500
경기도 성남수정구 신흥동,산성역포레스티아,74.98,27,94000
경기도 성남수정구 신흥동,산성역포레스티아,84.96,28,103800
경기도 성남수정구 신흥동,산성역포레스티아,67.86,10,89300
경기도 성남수정구 신흥동,산성역포레스티아,84.92,25,106000
경기도 성남수정구 신흥동,산성역포레스티아,67.86,18,89200
경기도 성남수정구 신흥동,산성역포레스티아,74.96,10,94700
경기도 성남수정구 신흥동,산성역포레스티아,74.98,18,94000
경기도 성남수정구 신흥동,산성역포레스티아,74.98,13,94000
경기도 성남수정구 신흥동,산성역포레스티아,74.98,23,95000
경기도 성남수정구 신흥동,산성역포레스티아,84.92,11,104700
경기도 성남수정구 신흥동,산성역포레스티아,74.98,19,94000
경기도 성남수정구 신흥동,산성역포레스티아,74.98,12,92000
경기도 성남수정구 신흥동,산성역포레스티아,74.98,10,93900
경기도 성남수정구 신흥동,산성역포레스티아,74.98,25,94000
경기도 성남수정구 신흥동,산성역포레스티아,74.96,3,90000
경기도 성남수정구 신흥동,산성역포레스티아,59.84,26,85000
경기도 성남수정구 신흥동,산성역포레스티아,59.84,16,88000
경기도 성남수정구 신흥동,산성역포레스티아,67.86,4,53100
경기도 성남수정구 신흥동,산성역포레스티아,67.86,8,90000
경기도 성남수정구 신흥동,세일띠아모아파트,72.47,14,57000
경기도 성남수정구 신흥동,셀레스빌,84.587,5,51000
경기도 성남수정구 신흥동,청구,84.99,5,73000
경기도 성남수정구 신흥동,청구,84.94,13,73000
경기도 성남수정구 양지동,통보3,58.8,4,28000
경기도 성남수정구 창곡동,래미안위례,120.4,5,205000
경기도 성남수정구 창곡동,위례더힐55,85.7614,4,114800
경기도 성남수정구 창곡동,위례더힐55,85.4621,4,110900
경기도 성남수정구 창곡동,위례자연앤래미안이편한세상,84.98,12,122000
경기도 성남수정구 창곡동,위례자연앤래미안이편한세상,75.99,14,116000
경기도 성남수정구 창곡동,위례자연앤래미안이편한세상,75.99,7,114500
경기도 성남수정구 창곡동,위례자연앤래미안이편한세상,75.99,1,108000
경기도 성남수정구 창곡동,위례자연앤래미안이편한세상,84.98,16,124500
경기도 성남수정구 창곡동,위례자연앤센트럴자이,51.89,5,94000
경기도 성남수정구 창곡동,위례자연앤센트럴자이,51.89,3,94500
경기도 성남수정구 창곡동,위례자연앤센트럴자이,51.89,12,95000
경기도 성남수정구 창곡동,위례자연앤센트럴자이,51.89,12,95000
경기도 성남수정구 창곡동,위례자연앤센트럴자이,51.89,4,95000
경기도 성남수정구 창곡동,위례자연앤센트럴자이,51.89,4,95000
경기도 성남수정구 창곡동,위례자연앤센트럴자이,59.83,9,70000
경기도 성남수정구 창곡동,위례자연앤센트럴자이,84.94,14,140000
경기도 성남수정구 창곡동,위례자연앤센트럴자이,59.83,15,118000
경기도 성남수정구 창곡동,위례자연앤센트럴자이,51.89,8,95700
경기도 성남수정구 창곡동,위례자연앤센트럴자이,84.94,8,140000
경기도 성남수정구 창곡동,위례자연앤센트럴자이,51.89,3,87000
경기도 성남수정구 창곡동,위례자이,101.9868,13,156500
경기도 성남수정구 창곡동,위례호반베르디움,98.95,5,81000
경기도 성남수정구 창곡동,위례호반베르디움,98.95,11,128300
경기도 성남수정구 창곡동,위례호반베르디움,98.58,8,125000
경기도 성남수정구 태평동,가천대역쌍용스윗닷홈,59.8268,6,62000
경기도 성남수정구 태평동,일성오퍼스원,15.5929,10,13000
경기도 성남수정구 태평동,태평동낙원스카이뷰,70.939,4,55000
경기도 성남중원구 금광동,래미안금광,83.17,18,62000
경기도 성남중원구 금광동,래미안금광,83.17,16,59900
경기도 성남중원구 금광동,삼익금광1차,44.01,10,40000
경기도 성남중원구 금광동,한양수자인성남마크뷰,50.3668,6,54250
경기도 성남중원구 금광동,한양수자인성남마크뷰,50.3668,6,54300
경기도 성남중원구 도촌동,휴먼시아섬마을1단지(일부임대),84.99,8,80000
경기도 성남중원구 도촌동,휴먼시아섬마을5단지,84.95,5,67500
경기도 성남중원구 도촌동,휴먼시아섬마을5단지,84.98,2,65200
경기도 성남중원구 도촌동,東분당파크뷰(휴먼시아섬마을7단지),100.96,10,79500
경기도 성남중원구 상대원동,선경2차,49.98,4,41500
경기도 성남중원구 상대원동,선경2차,49.98,7,44000
경기도 성남중원구 상대원동,선경2차,49.98,12,42000
경기도 성남중원구 상대원동,선경2차,49.98,15,38000
경기도 성남중원구 상대원동,선경2차,49.98,13,41900
경기도 성남중원구 상대원동,성지,35.64,1,28000
경기도 성남중원구 성남동,한빛스위티,80.85,4,52000
경기도 성남중원구 여수동,산들마을2단지,51.53,9,64900
경기도 성남중원구 여수동,산들마을2단지,51.93,6,66000
경기도 성남중원구 여수동,산들마을2단지,51.53,5,66000
경기도 성남중원구 여수동,산들마을2단지,51.93,7,64000
경기도 성남중원구 여수동,센트럴타운(3단지),84.92,8,104000
경기도 성남중원구 여수동,센트럴타운(3단지),84.92,12,104000
경기도 성남중원구 은행동,은빛마을(두산위브),56.6448,4,53500
경기도 성남중원구 은행동,은빛마을(두산위브),56.6448,6,53700
경기도 성남중원구 은행동,은행주공,54.9,14,54000
경기도 성남중원구 은행동,현대,84.63,15,62200
경기도 성남중원구 은행동,현대,84.63,13,61500
경기도 성남중원구 중앙동,신흥역하늘채랜더스원A2(201동~203동),59.88,13,74000
경기도 성남중원구 중앙동,중앙동힐스테이트1차,59.98,8,66500
경기도 성남중원구 중앙동,중앙동힐스테이트1차,59.98,9,66000
경기도 성남중원구 중앙동,중앙동힐스테이트1차,120.97,4,90000
경기도 성남중원구 중앙동,중앙동힐스테이트1차,59.98,4,63000
경기도 성남중원구 중앙동,중앙동힐스테이트1차,84.98,9,76700
경기도 성남중원구 중앙동,중앙동힐스테이트2차,59.98,7,64000
경기도 성남중원구 중앙동,중앙동힐스테이트2차,120.6,12,92000
경기도 성남중원구 중앙동,중앙동힐스테이트2차,59.98,5,66000
경기도 성남중원구 중앙동,중앙동힐스테이트2차,84.98,5,78700
경기도 성남중원구 하대원동,성남자이,59.99,6,60000
경기도 성남중원구 하대원동,성남자이,84.99,2,66500
경기도 성남중원구 하대원동,아튼빌,59.91,9,58000
경기도 성남중원구 하대원동,아튼빌,108.81,18,80000
경기도 성남중원구 하대원동,아튼빌,59.91,7,63000
경기도 성남중원구 하대원동,제일,53.55,6,44500
경기도 수원권선구 고색동,대한,59.93,9,29200
경기도 수원권선구 고색동,대한,84.92,8,37500
경기도 수원권선구 고색동,대한,59.93,11,27500
경기도 수원권선구 고색동,우림필유,84.943,8,38000
경기도 수원권선구 고색동,태산1,84.765,12,36000
경기도 수원권선구 곡반정동,권선신일유토빌,59.9986,3,31500
경기도 수원권선구 곡반정동,삼성,84.8381,13,36200
경기도 수원권선구 곡반정동,삼성,84.8381,7,36200
경기도 수원권선구 곡반정동,삼성,84.8381,7,36200
경기도 수원권선구 곡반정동,삼성,84.8381,6,34500
경기도 수원권선구 곡반정동,수원하늘채더퍼스트1단지,84.96,7,54000
경기도 수원권선구 곡반정동,수원하늘채더퍼스트2단지,84.94,10,65000
경기도 수원권선구 곡반정동,한솔,84.834,6,35800
경기도 수원권선구 구운동,드림3차,77.03,5,19700
경기도 수원권선구 구운동,삼환,54.66,8,35000
경기도 수원권선구 구운동,삼환,84.9,9,44800
경기도 수원권선구 구운동,삼환,64.38,12,27400
경기도 수원권선구 구운동,오페라하우스,84.798,11,24500
경기도 수원권선구 권선동,권선대우,84.9392,11,42800
경기도 수원권선구 권선동,권선삼성,49.14,8,25450
경기도 수원권선구 권선동,권선자이e편한세상,84.9658,1,52000
경기도 수원권선구 권선동,권선자이e편한세상,59.9916,15,46000
경기도 수원권선구 권선동,권선자이e편한세상,59.963,3,43000
경기도 수원권선구 권선동,권선자이e편한세상,136.8849,1,66000
경기도 수원권선구 권선동,권선자이e편한세상,84.9441,13,57000
경기도 수원권선구 권선동,권선자이e편한세상,84.9441,11,56500
경기도 수원권선구 권선동,대림,113.387,8,55250
경기도 수원권선구 권선동,대원신동아,59.88,10,28500
경기도 수원권선구 권선동,대원신동아,59.88,6,28900
경기도 수원권선구 권선동,대원신동아,59.88,11,28000
경기도 수원권선구 권선동,대원신동아,59.79,5,27000
경기도 수원권선구 권선동,매탄권선역리버파크,59.81,17,38500
경기도 수원권선구 권선동,매탄권선역리버파크,59.81,12,37700
경기도 수원권선구 권선동,"보성,유원",59.76,1,27000
경기도 수원권선구 권선동,"보성,유원",59.76,11,27500
경기도 수원권선구 권선동,"보성,유원",60,9,30000
경기도 수원권선구 권선동,"보성,유원",59.76,4,29200
경기도 수원권선구 권선동,수원시청역SKVIEW,84.88,5,53700
경기도 수원권선구 권선동,수원시청역SKVIEW,84.88,15,54000
경기도 수원권선구 권선동,수원아이파크시티1단지,84.913,8,53000
경기도 수원권선구 권선동,수원아이파크시티2단지,84.913,9,56500
경기도 수원권선구 권선동,수원아이파크시티2단지,101.97,2,68800
경기도 수원권선구 권선동,수원아이파크시티3단지,84.866,6,56800
경기도 수원권선구 권선동,수원아이파크시티3단지,84.866,14,59500
경기도 수원권선구 권선동,수원아이파크시티3단지,84.866,4,56800
경기도 수원권선구 권선동,수원아이파크시티4단지,134.934,2,75000
경기도 수원권선구 권선동,수원아이파크시티4단지,84.88,11,59000
경기도 수원권선구 권선동,수원아이파크시티4단지,84.913,10,59500
경기도 수원권선구 권선동,수원아이파크시티5단지,84.94,11,60500
경기도 수원권선구 권선동,수원아이파크시티5단지,59.98,14,45700
경기도 수원권선구 권선동,수원아이파크시티5단지,59.96,10,46500
경기도 수원권선구 권선동,수원아이파크시티5단지,59.96,2,41900
경기도 수원권선구 권선동,수원아이파크시티5단지,74.72,1,51000
경기도 수원권선구 권선동,수원아이파크시티5단지,59.98,2,43000
경기도 수원권선구 권선동,수원아이파크시티5단지,84.8,9,60700
경기도 수원권선구 권선동,수원아이파크시티6단지,74.72,5,50000
경기도 수원권선구 권선동,수원아이파크시티7단지,59.88,7,48800
경기도 수원권선구 권선동,수원아이파크시티7단지,59.87,4,48300
경기도 수원권선구 권선동,수원아이파크시티7단지,59.88,4,48200
경기도 수원권선구 권선동,수원아이파크시티7단지,75.71,12,64500
경기도 수원권선구 권선동,수원아이파크시티7단지,59.88,6,47700
경기도 수원권선구 권선동,수원아이파크시티7단지,59.87,8,49900
경기도 수원권선구 권선동,수원아이파크시티7단지,59.88,4,48000
경기도 수원권선구 권선동,수원아이파크시티7단지,75.71,14,63700
경기도 수원권선구 권선동,수원아이파크시티7단지,59.87,8,50000
경기도 수원권선구 권선동,수원아이파크시티7단지,59.87,4,49800
경기도 수원권선구 권선동,수원아이파크시티7단지,59.88,12,50000
경기도 수원권선구 권선동,수원아이파크시티7단지,59.88,5,50500
경기도 수원권선구 권선동,수원아이파크시티8단지,49.36,12,39500
경기도 수원권선구 권선동,수원아이파크시티9단지,49.06,9,38000
경기도 수원권선구 권선동,우남1,59.99,3,31500
경기도 수원권선구 권선동,우남1,59.75,2,29300
경기도 수원권선구 권선동,우남1,59.99,11,33000
경기도 수원권선구 권선동,한양,40.36,1,19000
경기도 수원권선구 권선동,한양,40.36,11,21800
경기도 수원권선구 권선동,한양,40.36,11,21800
경기도 수원권선구 권선동,한양,40.36,4,21000
경기도 수원권선구 권선동,현대,60,15,35500
경기도 수원권선구 권선동,현대,60,3,32000
경기도 수원권선구 권선동,현대3,84.9364,2,47000
경기도 수원권선구 금곡동,Y CITY(와이시티),84.77,7,49700
경기도 수원권선구 금곡동,Y CITY(와이시티),84.79,15,47500
경기도 수원권선구 금곡동,강남,84.645,5,39000
경기도 수원권선구 금곡동,강남,59.81,16,20000
경기도 수원권선구 금곡동,강남,84.645,4,31000
경기도 수원권선구 금곡동,거산,59.22,4,27000
경기도 수원권선구 금곡동,공작,38.43,2,18000
경기도 수원권선구 금곡동,동성,84.97,11,44000
경기도 수원권선구 금곡동,삼익1,59.4,4,20000
경기도 수원권선구 금곡동,삼익3,59.34,4,32000
경기도 수원권선구 금곡동,삼익3,59.34,4,32000
경기도 수원권선구 금곡동,삼익3,59.34,3,28000
경기도 수원권선구 금곡동,삼익3,84.97,7,39000
경기도 수원권선구 금곡동,삼익3,84.97,9,39000
경기도 수원권선구 금곡동,수원모아미래도센트럴타운2단지,99.7854,13,74900
경기도 수원권선구 금곡동,신미주,59.89,1,20500
