지역,아파트,면적,층,가격
경기도 수원권선구 금곡동,신미주,59.89,17,23500
경기도 수원권선구 금곡동,엘지빌리지1,119.25,5,53800
경기도 수원권선구 금곡동,엘지빌리지2,59.997,10,30000
경기도 수원권선구 금곡동,엘지빌리지2,84.42,5,45250
경기도 수원권선구 금곡동,엘지빌리지3,84.42,19,40700
경기도 수원권선구 금곡동,엘지빌리지3,229.825,3,88000
경기도 수원권선구 금곡동,엘지빌리지3,141.51,3,40000
경기도 수원권선구 금곡동,엘지빌리지4,60,15,32500
경기도 수원권선구 금곡동,호매실더센트라고,59.81,8,39500
경기도 수원권선구 금곡동,호매실더센트라고,59.95,5,44700
경기도 수원권선구 금곡동,호매실역서희스타힐스,74.93,4,43000
경기도 수원권선구 금곡동,호매실역서희스타힐스,84.98,7,47900
경기도 수원권선구 금곡동,호매실역서희스타힐스,84.85,5,47000
경기도 수원권선구 금곡동,호매실역서희스타힐스,84.85,3,48500
경기도 수원권선구 금곡동,호반 써밋 수원,84.9843,13,71500
경기도 수원권선구 금곡동,호반 써밋 수원,84.9843,8,66000
경기도 수원권선구 금곡동,호반 써밋 수원,84.9843,12,71500
경기도 수원권선구 금곡동,호반베르디움더센트럴,84.9843,19,69800
경기도 수원권선구 금곡동,호반베르디움더센트럴,84.9985,19,68000
경기도 수원권선구 금곡동,호반베르디움더센트럴,84.9843,4,66000
경기도 수원권선구 금곡동,호반베르디움더센트럴,84.9843,6,63800
경기도 수원권선구 당수동,삼정그린뷰,84.92,5,28700
경기도 수원권선구 당수동,삼정그린뷰,84.92,2,35000
경기도 수원권선구 당수동,삼정그린뷰,84.92,16,29000
경기도 수원권선구 당수동,삼정그린뷰,59.93,15,23500
경기도 수원권선구 당수동,쌍용스윗닷홈1단지,84.9416,8,36000
경기도 수원권선구 당수동,한라비발디1단지,84.99,13,38700
경기도 수원권선구 당수동,한라비발디1단지,84.99,10,38800
경기도 수원권선구 당수동,한라비발디1단지,59.98,9,30000
경기도 수원권선구 서둔동,센트라우스,84.9916,14,58000
경기도 수원권선구 서둔동,센트라우스,59.9246,12,46500
경기도 수원권선구 서둔동,센트라우스,59.9246,8,48000
경기도 수원권선구 서둔동,센트라우스,84.9916,5,58000
경기도 수원권선구 서둔동,센트라우스,59.9246,13,51000
경기도 수원권선구 서둔동,센트라우스,59.9246,3,47000
경기도 수원권선구 서둔동,센트라우스,59.9246,8,48000
경기도 수원권선구 서둔동,화서성일,47.79,3,26900
경기도 수원권선구 서둔동,화서성일,49.83,4,27800
경기도 수원권선구 서둔동,희성연인,75.4531,1,30000
경기도 수원권선구 세류동,녹턴,66.1,5,32500
경기도 수원권선구 세류동,삼익,59.64,4,29000
경기도 수원권선구 세류동,삼익,59.64,3,33000
경기도 수원권선구 세류동,성원,59.4,5,33000
경기도 수원권선구 세류동,수원권선데시앙,121.572,5,51800
경기도 수원권선구 세류동,수원센트럴타운2단지,39.91,11,30000
경기도 수원권선구 세류동,수원센트럴타운2단지,39.91,10,30200
경기도 수원권선구 세류동,수원센트럴타운2단지,59.93,14,47000
경기도 수원권선구 세류동,수원센트럴타운2단지,39.91,3,29300
경기도 수원권선구 세류동,수원센트럴타운2단지,39.91,1,27700
경기도 수원권선구 세류동,수원역센트럴어반시티아파트(수원센트럴타운3단지),84.98,12,56000
경기도 수원권선구 세류동,수원역센트럴어반시티아파트(수원센트럴타운3단지),59.88,11,50000
경기도 수원권선구 세류동,수원역해모로아파트(수원센트럴타운1단지),84.9,8,58500
경기도 수원권선구 세류동,수원역해모로아파트(수원센트럴타운1단지),84.75,4,57500
경기도 수원권선구 세류동,수원역해모로아파트(수원센트럴타운1단지),84.98,1,52000
경기도 수원권선구 세류동,수원역해모로아파트(수원센트럴타운1단지),84.77,5,57000
경기도 수원권선구 세류동,수원역해모로아파트(수원센트럴타운1단지),118.98,4,69700
경기도 수원권선구 세류동,수원역해모로아파트(수원센트럴타운1단지),84.98,11,61300
경기도 수원권선구 세류동,한주,59.97,9,27000
경기도 수원권선구 오목천동,남광하우스토리,84.97,13,44000
경기도 수원권선구 오목천동,남광하우스토리,84.97,5,43000
경기도 수원권선구 오목천동,오목천역 서희스타힐스 아파트,59.9433,12,39500
경기도 수원권선구 오목천동,오목천역 서희스타힐스 아파트,84.9852,10,48200
경기도 수원권선구 입북동,서수원레이크푸르지오1단지,84.978,17,45000
경기도 수원권선구 입북동,서수원레이크푸르지오2단지,84.978,7,58000
경기도 수원권선구 입북동,서수원자이,84.8086,2,36000
경기도 수원권선구 입북동,서수원자이,84.8086,14,43500
경기도 수원권선구 입북동,서수원자이,84.8086,8,38700
경기도 수원권선구 입북동,서수원자이,84.8086,8,39000
경기도 수원권선구 입북동,서수원자이,84.8086,14,41000
경기도 수원권선구 입북동,서수원자이,84.8086,15,37800
경기도 수원권선구 입북동,서수원자이,84.8086,15,43000
경기도 수원권선구 탑동,삼성,84.87,8,36000
경기도 수원권선구 탑동,현대탑월드,83.7,4,31900
경기도 수원권선구 호매실동,극동스타클래스,84.94,9,60000
경기도 수원권선구 호매실동,극동스타클래스,84.94,13,59300
경기도 수원권선구 호매실동,극동스타클래스,75.84,3,53000
경기도 수원권선구 호매실동,극동스타클래스,84.94,17,60000
경기도 수원권선구 호매실동,극동스타클래스,75.84,12,56900
경기도 수원권선구 호매실동,삼익2,59.4,20,20000
경기도 수원권선구 호매실동,엘에이치호매실스타힐스,59.98,4,37900
경기도 수원권선구 호매실동,엘에이치호매실스타힐스,59.98,11,37700
경기도 수원권선구 호매실동,엘에이치호매실스타힐스,59.98,18,37800
경기도 수원권선구 호매실동,엘에이치호매실스타힐스,59.98,15,38600
경기도 수원권선구 호매실동,한양수자인파크원,84.9521,7,58500
경기도 수원권선구 호매실동,한양수자인파크원,97.6214,5,67000
경기도 수원권선구 호매실동,한양수자인파크원,97.6214,1,63500
경기도 수원권선구 호매실동,호매실GS아파트,59.94,5,28000
경기도 수원권선구 호매실동,호매실GS아파트,84.922,11,38300
경기도 수원권선구 호매실동,호매실GS아파트,59.94,6,29000
경기도 수원권선구 호매실동,호매실GS아파트,84.922,16,39500
경기도 수원권선구 호매실동,호매실경남아너스빌,84.98,18,43000
경기도 수원권선구 호매실동,호매실금호어울림에듀포레,85.2741,1,53800
경기도 수원권선구 호매실동,호매실금호어울림에듀포레,72.9161,8,47500
경기도 수원권선구 호매실동,호매실마을13단지,59.93,17,38300
경기도 수원권선구 호매실동,호매실마을13단지,59.93,22,38500
경기도 수원권선구 호매실동,호매실마을13단지,59.93,17,38500
경기도 수원권선구 호매실동,호매실마을13단지,59.68,12,39800
경기도 수원권선구 호매실동,호매실마을13단지,59.81,18,40300
경기도 수원권선구 호매실동,호매실마을13단지,59.93,14,37500
경기도 수원권선구 호매실동,호매실마을13단지,59.68,7,39000
경기도 수원권선구 호매실동,호매실마을13단지,59.68,1,37000
경기도 수원권선구 호매실동,호매실스위첸,59.9,21,43200
경기도 수원영통구 망포동,그대가센트럴파크,115.7772,16,76500
경기도 수원영통구 망포동,그대가프리미어,144.8077,17,90000
경기도 수원영통구 망포동,그대가프리미어,101.6675,8,85000
경기도 수원영통구 망포동,그대가프리미어,101.6675,21,92000
경기도 수원영통구 망포동,그대가프리미어,101.7179,15,91500
경기도 수원영통구 망포동,늘푸른벽산,84.925,3,40000
경기도 수원영통구 망포동,늘푸른벽산,84.925,12,44000
경기도 수원영통구 망포동,늘푸른벽산,134.944,15,51000
경기도 수원영통구 망포동,늘푸른벽산,59.884,9,38500
경기도 수원영통구 망포동,늘푸른벽산,84.925,19,46900
경기도 수원영통구 망포동,동수원LG빌리지3,84.9838,20,49500
경기도 수원영통구 망포동,동수원LG빌리지3,127.3484,18,60000
경기도 수원영통구 망포동,동수원LG빌리지3,84.9838,3,47700
경기도 수원영통구 망포동,동수원LG빌리지3,110.5997,18,57500
경기도 수원영통구 망포동,동수원LG빌리지3,84.9838,5,54000
경기도 수원영통구 망포동,동수원LG빌리지3,84.9838,19,51200
경기도 수원영통구 망포동,동수원엘지빌리지1차,84.9688,1,44000
경기도 수원영통구 망포동,동수원엘지빌리지1차,99.3154,5,51000
경기도 수원영통구 망포동,동수원엘지빌리지1차,84.9688,10,49200
경기도 수원영통구 망포동,동수원엘지빌리지1차,84.9688,17,53000
경기도 수원영통구 망포동,동수원엘지빌리지1차,84.9688,2,45000
경기도 수원영통구 망포동,동수원엘지빌리지1차,168.4341,19,65000
경기도 수원영통구 망포동,동수원엘지빌리지1차,126.3534,21,57000
경기도 수원영통구 망포동,동수원자이2차,115.4594,21,57000
경기도 수원영통구 망포동,동수원자이2차,129.5689,1,35000
경기도 수원영통구 망포동,동수원자이2차,129.5689,1,35000
경기도 수원영통구 망포동,동수원자이2차,84.9394,12,51000
경기도 수원영통구 망포동,마젤란21,84.7237,10,39800
경기도 수원영통구 망포동,마젤란21,84.7237,3,41000
경기도 수원영통구 망포동,마젤란21(1101동),84.6091,12,44000
경기도 수원영통구 망포동,망포마을쌍용1차,84.8697,15,55750
경기도 수원영통구 망포동,망포마을쌍용1차,124.571,15,58500
경기도 수원영통구 망포동,망포벽산이빌리지,84.9,7,40000
경기도 수원영통구 망포동,망포쌍용에듀파크,59.9067,7,34700
경기도 수원영통구 망포동,망포역아이파크,84.9745,1,50000
경기도 수원영통구 망포동,망포역아이파크,119.3122,5,63500
경기도 수원영통구 망포동,망포역아이파크,134.9482,3,65000
경기도 수원영통구 망포동,망포역아이파크,84.9745,6,55800
경기도 수원영통구 망포동,망포역아이파크,84.9745,6,54000
경기도 수원영통구 망포동,망포역아이파크,119.3122,7,66700
경기도 수원영통구 망포동,망포현대2아이파크,84.9945,5,48000
경기도 수원영통구 망포동,망포현대2아이파크,134.6617,12,66000
경기도 수원영통구 망포동,방죽마을영통뜨란채,84.68,9,43000
경기도 수원영통구 망포동,방죽마을영통뜨란채,84.68,7,42800
경기도 수원영통구 망포동,방죽마을영통뜨란채,84.68,8,47000
경기도 수원영통구 망포동,센트럴하이츠,136.9747,20,75000
경기도 수원영통구 망포동,센트럴하이츠,108.8267,3,66000
경기도 수원영통구 망포동,쌍용스윗닷홈2차,84.8867,6,35700
경기도 수원영통구 망포동,쌍용스윗닷홈2차,84.8867,1,33000
경기도 수원영통구 망포동,영통SKVIEW,59.5761,3,54000
경기도 수원영통구 망포동,영통SKVIEW,58.9742,19,57000
경기도 수원영통구 망포동,영통SKVIEW,84.4619,15,78800
경기도 수원영통구 망포동,영통SKVIEW,59.5761,9,57500
경기도 수원영통구 망포동,영통SKVIEW,59.5404,8,63000
경기도 수원영통구 망포동,영통롯데캐슬엘클래스1단지,84.9835,13,64000
경기도 수원영통구 망포동,영통롯데캐슬엘클래스1단지,84.8531,5,65000
경기도 수원영통구 망포동,영통아이파크캐슬1단지,59.83,17,66500
경기도 수원영통구 망포동,영통아이파크캐슬1단지,84.69,21,81500
경기도 수원영통구 망포동,영통아이파크캐슬1단지,84.69,12,85800
경기도 수원영통구 망포동,영통아이파크캐슬1단지,84.69,14,83000
경기도 수원영통구 망포동,영통아이파크캐슬1단지,105.86,19,104000
경기도 수원영통구 망포동,영통아이파크캐슬1단지,84.69,11,81500
경기도 수원영통구 망포동,영통아이파크캐슬1단지,84.69,14,83250
경기도 수원영통구 망포동,영통아이파크캐슬1단지,75.93,13,76000
경기도 수원영통구 망포동,영통아이파크캐슬1단지,75.93,11,74700
경기도 수원영통구 망포동,영통아이파크캐슬1단지,84.69,23,84300
경기도 수원영통구 망포동,영통아이파크캐슬1단지,84.69,15,80900
경기도 수원영통구 망포동,영통아이파크캐슬2단지,59.98,12,49300
경기도 수원영통구 망포동,영통아이파크캐슬2단지,59.98,22,60000
경기도 수원영통구 망포동,영통아이파크캐슬2단지,84.69,15,74000
경기도 수원영통구 망포동,영통아이파크캐슬2단지,75.93,5,68000
경기도 수원영통구 망포동,영통아이파크캐슬2단지,84.69,9,74500
경기도 수원영통구 망포동,영통아이파크캐슬2단지,59.83,11,59500
경기도 수원영통구 망포동,영통아이파크캐슬2단지,59.98,5,58000
경기도 수원영통구 망포동,영통아이파크캐슬2단지,75.93,9,69400
