시군구,번지,단지명,전용면적(㎡),거래금액(만원),층,도로명,거래유형
경상북도 구미시 옥계동,936,구미옥계세영리첼더프라임,73.9647,"21,000",17,산호대로 955,중개거래
경상북도 구미시 옥계동,906,구미옥계우미린,84.543,"23,800",3,해마루공원로 111,중개거래
경상북도 구미시 옥계동,906,구미옥계우미린,84.839,"21,300",11,해마루공원로 111,중개거래
경상북도 구미시 옥계동,906,구미옥계우미린,84.924,"22,500",19,해마루공원로 111,직거래
경상북도 구미시 옥계동,906,구미옥계우미린,84.924,"23,700",5,해마루공원로 111,중개거래
경상북도 구미시 옥계동,539,대동한마음타운,59.8,"9,300",11,흥안로 75,중개거래
경상북도 구미시 옥계동,539,대동한마음타운,59.8,"5,000",3,흥안로 75,직거래
경상북도 구미시 옥계동,907,삼구트리니엔,84.9516,"24,000",17,옥계북로 33,중개거래
경상북도 구미시 옥계동,907,삼구트리니엔,84.9605,"27,500",21,옥계북로 33,중개거래
경상북도 구미시 옥계동,905-1,옥계 더힐 아파트,84.99,"25,800",22,옥계북로 43-48,중개거래
경상북도 구미시 옥계동,905-1,옥계 더힐 아파트,84.91,"30,000",3,옥계북로 43-48,중개거래
경상북도 구미시 옥계동,905-1,옥계 더힐 아파트,84.88,"20,900",22,옥계북로 43-48,직거래
경상북도 구미시 옥계동,935,옥계e편한세상,121.3974,"26,500",14,산호대로39길 25,중개거래
경상북도 구미시 옥계동,935,옥계e편한세상,84.3396,"18,000",12,산호대로39길 25,중개거래
경상북도 구미시 옥계동,935,옥계e편한세상,73.2503,"18,200",4,산호대로39길 25,중개거래
경상북도 구미시 옥계동,935,옥계e편한세상,120.5588,"31,500",7,산호대로39길 25,중개거래
경상북도 구미시 옥계동,935,옥계e편한세상,84.8702,"20,500",9,산호대로39길 25,중개거래
경상북도 구미시 옥계동,935,옥계e편한세상,84.8702,"22,800",13,산호대로39길 25,중개거래
경상북도 구미시 옥계동,545,옥계동화타운,59.95,"10,000",4,흥안로 43,직거래
경상북도 구미시 옥계동,545,옥계동화타운,59.95,"11,500",11,흥안로 43,직거래
경상북도 구미시 옥계동,545,옥계동화타운,59.74,"9,650",14,흥안로 43,중개거래
경상북도 구미시 옥계동,545,옥계동화타운,59.95,"9,500",6,흥안로 43,직거래
경상북도 구미시 옥계동,616-1,옥계부영1차,49.14,"7,600",4,산호대로25길 53,중개거래
경상북도 구미시 옥계동,616-1,옥계부영1차,49.14,"7,800",15,산호대로25길 53,중개거래
경상북도 구미시 옥계동,616-1,옥계부영1차,49.14,"7,650",14,산호대로25길 53,직거래
경상북도 구미시 옥계동,616-1,옥계부영1차,49.14,"8,500",9,산호대로25길 53,직거래
경상북도 구미시 옥계동,616-1,옥계부영1차,49.14,"7,900",13,산호대로25길 53,직거래
경상북도 구미시 옥계동,616-1,옥계부영1차,49.14,"8,300",9,산호대로25길 53,직거래
경상북도 구미시 옥계동,616-1,옥계부영1차,49.14,"7,650",4,산호대로25길 53,직거래
경상북도 구미시 옥계동,616-1,옥계부영1차,49.14,"7,800",9,산호대로25길 53,중개거래
경상북도 구미시 옥계동,616-1,옥계부영1차,49.14,"7,700",6,산호대로25길 53,중개거래
경상북도 구미시 옥계동,617,옥계부영2차,49.14,"7,400",10,산호대로25길 39,중개거래
경상북도 구미시 옥계동,617,옥계부영2차,49.14,"7,800",7,산호대로25길 39,중개거래
경상북도 구미시 옥계동,617,옥계부영2차,49.14,"6,300",8,산호대로25길 39,직거래
경상북도 구미시 옥계동,617,옥계부영2차,49.14,"7,500",15,산호대로25길 39,중개거래
경상북도 구미시 옥계동,617,옥계부영2차,49.14,"7,450",8,산호대로25길 39,중개거래
경상북도 구미시 옥계동,543,옥계에덴,60,"8,300",6,흥안로 46,직거래
경상북도 구미시 옥계동,543,옥계에덴,60,"8,050",7,흥안로 46,중개거래
경상북도 구미시 옥계동,543,옥계에덴,60,"8,850",3,흥안로 46,중개거래
경상북도 구미시 옥계동,543,옥계에덴,60,"9,600",6,흥안로 46,중개거래
경상북도 구미시 옥계동,543,옥계에덴,60,"11,500",13,흥안로 46,직거래
경상북도 구미시 옥계동,543,옥계에덴,60,"7,900",11,흥안로 46,중개거래
경상북도 구미시 옥계동,543,옥계에덴,60,"7,500",6,흥안로 46,직거래
경상북도 구미시 옥계동,922,옥계우미린더스카이,84.949,"25,000",17,산호대로 925,중개거래
경상북도 구미시 옥계동,922,옥계우미린더스카이,79.7065,"22,000",30,산호대로 925,중개거래
경상북도 구미시 옥계동,909,옥계현진에버빌엠파이어,103.51,"36,000",17,옥계북로 69,중개거래
경상북도 구미시 옥계동,909,옥계현진에버빌엠파이어,103.51,"32,800",19,옥계북로 69,중개거래
경상북도 구미시 옥계동,909,옥계현진에버빌엠파이어,102.52,"28,500",19,옥계북로 69,중개거래
경상북도 구미시 옥계동,909,옥계현진에버빌엠파이어,154.88,"49,000",17,옥계북로 69,중개거래
경상북도 구미시 옥계동,909,옥계현진에버빌엠파이어,129.78,"40,000",4,옥계북로 69,중개거래
경상북도 구미시 옥계동,909,옥계현진에버빌엠파이어,91.58,"26,000",11,옥계북로 69,중개거래
경상북도 구미시 옥계동,909,옥계현진에버빌엠파이어,129.78,"41,000",30,옥계북로 69,중개거래
경상북도 구미시 옥계동,909,옥계현진에버빌엠파이어,129.78,"39,400",22,옥계북로 69,중개거래
경상북도 구미시 옥계동,909,옥계현진에버빌엠파이어,91.58,"27,800",13,옥계북로 69,중개거래
경상북도 구미시 옥계동,909,옥계현진에버빌엠파이어,102.52,"29,500",22,옥계북로 69,중개거래
경상북도 구미시 옥계동,909,옥계현진에버빌엠파이어,113.69,"36,600",4,옥계북로 69,중개거래
경상북도 구미시 옥계동,909,옥계현진에버빌엠파이어,154.88,"54,800",28,옥계북로 69,중개거래
경상북도 구미시 옥계동,919,중흥S클래스에듀힐스,84.9623,"28,300",16,해마루공원로 80,중개거래
경상북도 구미시 옥계동,919,중흥S클래스에듀힐스,75.9637,"25,800",14,해마루공원로 80,중개거래
경상북도 구미시 옥계동,919,중흥S클래스에듀힐스,84.9623,"26,000",7,해마루공원로 80,중개거래
경상북도 구미시 옥계동,919,중흥S클래스에듀힐스,84.9962,"26,700",11,해마루공원로 80,중개거래
경상북도 구미시 옥계동,919,중흥S클래스에듀힐스,84.9623,"28,000",17,해마루공원로 80,중개거래
경상북도 구미시 옥계동,919,중흥S클래스에듀힐스,75.9637,"24,500",13,해마루공원로 80,중개거래
경상북도 구미시 옥계동,919,중흥S클래스에듀힐스,84.9623,"25,900",18,해마루공원로 80,중개거래
경상북도 구미시 옥계동,919,중흥S클래스에듀힐스,84.9623,"28,200",14,해마루공원로 80,중개거래
경상북도 구미시 옥계동,919,중흥S클래스에듀힐스,84.9623,"28,400",21,해마루공원로 80,중개거래
경상북도 구미시 옥계동,919,중흥S클래스에듀힐스,84.9623,"29,000",20,해마루공원로 80,중개거래
경상북도 구미시 옥계동,919,중흥S클래스에듀힐스,84.9623,"28,000",2,해마루공원로 80,중개거래
경상북도 구미시 옥계동,919,중흥S클래스에듀힐스,75.9637,"24,500",13,해마루공원로 80,중개거래
경상북도 구미시 원평동,1128,광신프로그레스구미,74.9624,"27,800",10,칠성로2길 11,중개거래
경상북도 구미시 원평동,Feb-81,대영파크에비앙,22.9173,"3,150",13,원남로4길 13,중개거래
경상북도 구미시 원평동,1076-1,두산맨션,84.89,"9,400",6,산업로 320-12,중개거래
경상북도 구미시 원평동,1035-7,삼우궁전맨션,59.85,"4,500",15,구미중앙로27길 24,중개거래
경상북도 구미시 원평동,1024-5,팍스아파트타운,19.305,"1,600",6,금오시장로7길 12-6,중개거래
경상북도 구미시 인의동,986,구미인의푸르지오,111.39,"21,500",12,인동35길 33,중개거래
경상북도 구미시 인의동,652,구미청구하이츠,59.97,"11,250",3,인동19길 36-11,직거래
경상북도 구미시 인의동,652,구미청구하이츠,59.97,"12,000",13,인동19길 36-11,직거래
경상북도 구미시 인의동,652,구미청구하이츠,59.97,"12,000",8,인동19길 36-11,직거래
경상북도 구미시 인의동,652,구미청구하이츠,84.94,"16,000",2,인동19길 36-11,직거래
경상북도 구미시 인의동,652,구미청구하이츠,60,"12,000",16,인동19길 36-11,직거래
경상북도 구미시 인의동,816,이화,44.326,"3,500",5,검성로 54-17,직거래
경상북도 구미시 인의동,483,인동2차서한이다음,70.5236,"21,000",11,여헌로7길 8,중개거래
경상북도 구미시 인의동,483,인동2차서한이다음,84.9054,"22,500",12,여헌로7길 8,중개거래
경상북도 구미시 인의동,578,인동서한이다음,84.652,"23,000",13,여헌로 21-11,중개거래
경상북도 구미시 인의동,578,인동서한이다음,84.652,"22,000",14,여헌로 21-11,중개거래
경상북도 구미시 인의동,651,인의대동다숲,76.3499,"14,000",9,인동17길 36,직거래
경상북도 구미시 인의동,651,인의대동다숲,76.3499,"15,800",16,인동17길 36,중개거래
경상북도 구미시 인의동,818,인의시영,31.32,"3,200",9,수출대로33길 48,중개거래
경상북도 구미시 인의동,818,인의시영,31.32,"3,200",4,수출대로33길 48,중개거래
경상북도 구미시 인의동,818,인의시영,31.32,"2,700",10,수출대로33길 48,직거래
경상북도 구미시 인의동,818,인의시영,31.32,"2,600",2,수출대로33길 48,중개거래
경상북도 구미시 인의동,818,인의시영,31.32,"2,700",7,수출대로33길 48,중개거래
경상북도 구미시 인의동,818,인의시영,31.32,"2,500",2,수출대로33길 48,중개거래
경상북도 구미시 임은동,822,구미임은삼도뷰엔빌W,76.7395,"21,000",1,왕산로 28-12,중개거래
경상북도 구미시 임은동,822,구미임은삼도뷰엔빌W,84.9785,"26,000",11,왕산로 28-12,중개거래
경상북도 구미시 임은동,822,구미임은삼도뷰엔빌W,59.9618,"16,000",13,왕산로 28-12,중개거래
경상북도 구미시 임은동,822,구미임은삼도뷰엔빌W,76.7395,"22,800",7,왕산로 28-12,중개거래
경상북도 구미시 임은동,822,구미임은삼도뷰엔빌W,59.9618,"16,000",12,왕산로 28-12,중개거래
경상북도 구미시 임은동,822,구미임은삼도뷰엔빌W,76.7395,"24,200",17,왕산로 28-12,중개거래
경상북도 구미시 임은동,158,노블레스(103동),84.989,"9,800",10,왕산로5길 6-1,중개거래
경상북도 구미시 임은동,371-2,임은대동타운,59.9675,"6,000",18,임은길 55-2,중개거래
경상북도 구미시 임은동,818,코오롱하늘채,101.7754,"24,100",3,왕산로 28-13,중개거래
경상북도 구미시 임은동,818,코오롱하늘채,101.7754,"24,100",3,왕산로 28-13,중개거래
경상북도 구미시 임은동,818,코오롱하늘채,84.9978,"24,700",8,왕산로 28-13,중개거래
경상북도 구미시 임은동,818,코오롱하늘채,84.9203,"26,000",6,왕산로 28-13,중개거래
경상북도 구미시 임은동,818,코오롱하늘채,118.9028,"31,000",1,왕산로 28-13,중개거래
경상북도 구미시 장천면 상장리,907,장천탑팰리스,84.85,"17,200",6,강동로 189-9,직거래
경상북도 구미시 진평동,1028-3,남경앳홈비앙채,26.4449,"5,100",8,삼일로 18,중개거래
경상북도 구미시 진평동,1063,진평미래타운,49.79,"8,400",7,인동26길 65,중개거래
경상북도 구미시 진평동,1063,진평미래타운,59.99,"8,600",13,인동26길 65,중개거래
경상북도 구미시 진평동,1063,진평미래타운,59.99,"12,000",14,인동26길 65,직거래
경상북도 구미시 진평동,1063,진평미래타운,59.99,"11,250",15,인동26길 65,직거래
경상북도 구미시 진평동,1063,진평미래타운,59.99,"10,400",18,인동26길 65,직거래
경상북도 구미시 진평동,1063,진평미래타운,49.79,"8,000",12,인동26길 65,중개거래
경상북도 구미시 진평동,1063,진평미래타운,59.99,"10,000",3,인동26길 65,중개거래
경상북도 구미시 진평동,1063,진평미래타운,49.29,"8,700",17,인동26길 65,중개거래
경상북도 구미시 진평동,1063,진평미래타운,59.99,"11,450",8,인동26길 65,중개거래
경상북도 구미시 진평동,1063,진평미래타운,59.99,"8,800",3,인동26길 65,중개거래
경상북도 구미시 진평동,1063,진평미래타운,49.29,"7,450",16,인동26길 65,중개거래
경상북도 구미시 진평동,1063,진평미래타운,59.99,"11,000",13,인동26길 65,중개거래
경상북도 구미시 해평면 낙성리,307,삼우궁전,59.925,"5,200",10,강동로 1655-1,직거래
경상북도 구미시 해평면 낙성리,307,삼우궁전,59.925,"3,800",2,강동로 1655-1,직거래
경상북도 구미시 형곡동,74,구미형곡금호어울림포레1차,59.6495,"24,800",12,신시로 119,중개거래
경상북도 구미시 형곡동,74,구미형곡금호어울림포레1차,84.8407,"33,000",10,신시로 119,직거래
경상북도 구미시 형곡동,245-3,대경하이츠빌,84.97,"12,400",5,형곡서로 65,중개거래
경상북도 구미시 형곡동,184,대원로얄타운,24.75,"2,600",9,형곡로39길 4,직거래
경상북도 구미시 형곡동,290-2,대원산맥다,84.48,"6,000",5,형곡로26길 14,중개거래
경상북도 구미시 형곡동,307-2,동광다솜빌라1차,70.455,"4,000",5,형곡서로 33-20,중개거래
경상북도 구미시 형곡동,157-5,비둘기맨션,59.97,"4,500",6,형곡로16길 39,중개거래
경상북도 구미시 형곡동,376,삼우912,68.35,"5,600",2,형곡동로1길 3,직거래
경상북도 구미시 형곡동,170-1,삼우타운,125.01,"22,300",4,형곡로33길 46,중개거래
경상북도 구미시 형곡동,324-5,세진303,50.38,"4,300",4,형곡로32길 15-7,중개거래
경상북도 구미시 형곡동,145-22,신세계타운,59.43,"7,000",15,형곡중앙로 51,중개거래
경상북도 구미시 형곡동,146-7,전원리빙필,82.41,"12,000",5,형곡동로 103,직거래
경상북도 구미시 형곡동,345,진주맨션2,60,"6,400",16,형곡동로2길 5-7,중개거래
경상북도 구미시 형곡동,375,청담맨션,62.35,"4,300",5,형곡동로1길 9,직거래
경상북도 구미시 형곡동,157-4,태양맨션,70.85,"3,500",3,형곡로18길 11-16,직거래
경상북도 구미시 형곡동,146,풍림1차,59.34,"6,500",5,형곡서로 106,중개거래
경상북도 구미시 형곡동,75,형곡금호어울림포레2차,84.9863,"32,500",14,신시로 133,중개거래
경상북도 구미시 형곡동,368,형곡시영,50.04,"6,500",2,형곡서로 11-15,중개거래
경상북도 구미시 형곡동,143-5,형곡오딧세이,34.281,"3,500",5,신시로7길 12-5,중개거래
경상북도 구미시 형곡동,141-11,형곡주공3,32.43,"8,000",4,형곡로17길 9,직거래
경상북도 구미시 형곡동,141-11,형곡주공3,46.68,"11,400",5,형곡로17길 10,중개거래
경상북도 구미시 형곡동,169,형곡주공4,51.02,"15,500",1,신시로 37,중개거래
경상북도 구미시 형곡동,169,형곡주공4,51.02,"16,700",5,신시로 37,중개거래
경상북도 구미시 형곡동,169,형곡주공4,51.02,"15,300",1,신시로 37,중개거래
경상북도 구미시 황상동,275-11,현대,59.34,"9,300",7,수출대로27길 11,중개거래
경상북도 구미시 황상동,275-11,현대,59.34,"8,500",11,수출대로27길 11,직거래
경상북도 구미시 황상동,119-3,화진금봉1,84.93,"9,000",1,검성로 103-21,중개거래
경상북도 구미시 황상동,118,화진금봉2차,70.51,"7,250",5,검성로 103-27,중개거래
경상북도 구미시 황상동,118,화진금봉2차,70.51,"9,500",13,검성로 103-27,중개거래
경상북도 구미시 황상동,149-6,화진금봉타운4,59.85,"8,000",13,검성로 103-40,중개거래
경상북도 구미시 황상동,161,황상2주공,47.31,"7,000",5,검성로 87,직거래
경상북도 군위군 군위읍 동부리,387,부국타워A,84.59,"28,800",4,동서길 89-29,중개거래
경상북도 김천시 교동,950,코아루1차,59.9311,"11,400",10,삼락택지길 132,중개거래
경상북도 김천시 교동,950,코아루1차,84.9015,"15,000",10,삼락택지길 132,중개거래
경상북도 김천시 교동,950,코아루1차,59.9311,"12,700",12,삼락택지길 132,중개거래
경상북도 김천시 교동,899,호반,59.67,"8,900",3,연화지2길 25,중개거래
경상북도 김천시 대광동,1318-2,대홍맨션,84.85,"7,300",14,환경로 200,중개거래
경상북도 김천시 덕곡동,1466,김천덕곡월드메르디앙,84.7192,"20,300",13,영남대로 2040-20,중개거래
경상북도 김천시 덕곡동,1196-1,덕곡한마음타운,37.02,"3,250",8,한마음길 8,중개거래
경상북도 김천시 덕곡동,1196-1,덕곡한마음타운,59.64,"8,500",12,한마음길 8,중개거래
경상북도 김천시 덕곡동,1196-1,덕곡한마음타운,37.02,"2,600",1,한마음길 8,직거래
경상북도 김천시 덕곡동,1467,코아루푸르나임,69.9586,"20,500",15,무실7길 45,중개거래
경상북도 김천시 덕곡동,1467,코아루푸르나임,69.9467,"19,500",5,무실7길 45,중개거래
경상북도 김천시 모암동,178-4,대동,80.08,"5,000",1,모암사랑5길 73,직거래
경상북도 김천시 백옥동,66,백옥동한보,59.6475,"6,500",15,백옥길 5,중개거래
경상북도 김천시 부곡동,584-1,금류1차,77.285,"7,000",13,가메실2길 51,직거래
경상북도 김천시 부곡동,584-1,금류1차,84.79,"6,900",3,가메실2길 51,중개거래
경상북도 김천시 부곡동,1558,김천센트럴자이,59.977,"25,000",14,부곡길 137,중개거래
경상북도 김천시 부곡동,1558,김천센트럴자이,59.977,"22,000",7,부곡길 137,직거래
경상북도 김천시 부곡동,1558,김천센트럴자이,74.4602,"31,500",3,부곡길 137,중개거래
경상북도 김천시 부곡동,981-3,미주2,75.33,"4,500",3,고래실길 36,직거래
경상북도 김천시 부곡동,1328,부곡3주공아파트(및상가),49.44,"4,400",1,문지왈길 68,중개거래
경상북도 김천시 부곡동,1328,부곡3주공아파트(및상가),42.9,"4,400",8,문지왈길 68,중개거래
경상북도 김천시 부곡동,1328,부곡3주공아파트(및상가),42.9,"4,350",12,문지왈길 68,직거래
경상북도 김천시 부곡동,1328,부곡3주공아파트(및상가),42.9,"4,400",4,문지왈길 68,중개거래
경상북도 김천시 부곡동,1530,부곡우방,84.99,"16,500",6,부곡길 206,중개거래
경상북도 김천시 부곡동,1530,부곡우방,106.53,"21,000",5,부곡길 206,중개거래
경상북도 김천시 부곡동,1529,부곡화성,84.908,"19,000",10,부곡길 162,중개거래
경상북도 김천시 부곡동,1040-1,주공1,35.706,"6,750",4,송설로 32,중개거래
경상북도 김천시 부곡동,1040-1,주공1,35.706,"6,650",5,송설로 32,중개거래
경상북도 김천시 부곡동,1050,현대,84.945,"7,900",1,문지왈길 38,중개거래
경상북도 김천시 삼락동,1299,코아루2차,84.967,"18,500",5,삼락택지길 137,직거래
경상북도 김천시 성내동,04월 22일,정휘,64.08,"4,150",3,모암길 190,직거래
경상북도 김천시 성내동,Jan-75,한일,108.81,"5,700",4,성모길 6,중개거래
경상북도 김천시 신음동,847-2,금류,59.5,"8,700",7,시청2길 30,중개거래
경상북도 김천시 신음동,1318,김천삼도뷰엔빌W아파트1단지,59.6488,"22,200",14,시청7길 62,중개거래
경상북도 김천시 신음동,1319,김천삼도뷰엔빌W아파트2단지,67.8257,"26,400",4,시청7길 60,중개거래
경상북도 김천시 신음동,1307,김천주공해돋이타운,59.89,"12,400",5,신음새동네길 110,중개거래
경상북도 김천시 신음동,1307,김천주공해돋이타운,49.81,"8,000",8,신음새동네길 110,중개거래
경상북도 김천시 신음동,1307,김천주공해돋이타운,59.89,"13,670",14,신음새동네길 110,직거래
경상북도 김천시 신음동,739-1,동원미라클2차,58.3184,"10,050",8,신기1길 34,중개거래
경상북도 김천시 신음동,1275,삼보타운,84.95,"10,000",3,시청6길 42,직거래
경상북도 김천시 신음동,1275,삼보타운,59.67,"8,500",4,시청6길 42,중개거래
경상북도 김천시 신음동,1275,삼보타운,59.67,"8,500",4,시청6길 42,중개거래
경상북도 김천시 신음동,1275,삼보타운,59.67,"8,400",5,시청6길 42,중개거래
경상북도 김천시 신음동,470-6,우방2,59.86,"6,800",13,신음2길 42,중개거래
경상북도 김천시 신음동,470-6,우방2,59.86,"6,400",4,신음2길 42,중개거래
경상북도 김천시 신음동,394-3,현대1,59.969,"11,000",17,시청로 46,중개거래
경상북도 김천시 신음동,394-3,현대1,59.969,"9,100",6,시청로 46,중개거래
경상북도 김천시 신음동,394-3,현대1,59.969,"10,300",1,시청로 46,중개거래
경상북도 김천시 신음동,394-3,현대1,84.602,"16,700",4,시청로 46,중개거래
경상북도 김천시 신음동,394-9,현대2,59.925,"9,500",1,시청로 42,중개거래
경상북도 김천시 아포읍 국사리,37-44,세광에비앙,83.2851,"10,500",7,국사길 160,직거래
경상북도 김천시 아포읍 국사리,1119,아포덕일한마음,55.67,"7,000",7,한지2길 64-9,중개거래
경상북도 김천시 아포읍 국사리,1119,아포덕일한마음,29.25,"2,200",1,한지2길 64-9,직거래
경상북도 김천시 아포읍 국사리,1119,아포덕일한마음,29.25,"2,350",8,한지2길 64-9,중개거래
경상북도 김천시 아포읍 국사리,1119,아포덕일한마음,55.67,"6,550",7,한지2길 64-9,중개거래
경상북도 김천시 아포읍 국사리,1119,아포덕일한마음,29.25,"2,300",4,한지2길 64-9,중개거래
경상북도 김천시 아포읍 국사리,1119,아포덕일한마음,29.25,"2,450",9,한지2길 64-9,중개거래
경상북도 김천시 아포읍 국사리,1119,아포덕일한마음,29.25,"2,200",3,한지2길 64-9,중개거래
경상북도 김천시 아포읍 국사리,1119,아포덕일한마음,29.25,"2,300",2,한지2길 64-9,중개거래
경상북도 김천시 아포읍 국사리,1119,아포덕일한마음,29.25,"2,200",1,한지2길 64-9,중개거래
경상북도 김천시 아포읍 국사리,1119,아포덕일한마음,29.25,"2,200",1,한지2길 64-9,중개거래
경상북도 김천시 율곡동,770,경북혁신엘에이치천년나무2단지,59.95,"22,000",11,혁신4로 72,중개거래
경상북도 김천시 율곡동,770,경북혁신엘에이치천년나무2단지,59.99,"21,800",14,혁신4로 72,중개거래
경상북도 김천시 율곡동,770,경북혁신엘에이치천년나무2단지,84.98,"26,500",2,혁신4로 72,중개거래
경상북도 김천시 율곡동,770,경북혁신엘에이치천년나무2단지,84.98,"30,300",11,혁신4로 72,중개거래
경상북도 김천시 율곡동,768,경북혁신엘에이치천년나무3단지,59.99,"21,400",16,용전3로 10,중개거래
경상북도 김천시 율곡동,408,경북혁신케이씨씨스위첸,84.84,"31,000",20,혁신5로 11,중개거래
경상북도 김천시 율곡동,408,경북혁신케이씨씨스위첸,84.9,"26,200",11,혁신5로 11,중개거래
경상북도 김천시 율곡동,409,김천혁신도시골드클래스,84.8929,"34,580",21,혁신2로 76,중개거래
경상북도 김천시 율곡동,415,김천혁신도시영무예다음1차,84.6182,"38,000",25,혁신8로 66,중개거래
경상북도 김천시 율곡동,415,김천혁신도시영무예다음1차,84.6182,"29,800",13,혁신8로 66,중개거래
경상북도 김천시 율곡동,415,김천혁신도시영무예다음1차,84.6182,"29,000",10,혁신8로 66,중개거래
경상북도 김천시 율곡동,415,김천혁신도시영무예다음1차,84.6182,"24,800",2,혁신8로 66,중개거래
경상북도 김천시 율곡동,415,김천혁신도시영무예다음1차,84.5031,"27,900",12,혁신8로 66,중개거래
경상북도 김천시 율곡동,415,김천혁신도시영무예다음1차,84.6182,"27,800",10,혁신8로 66,중개거래
경상북도 김천시 율곡동,771,사랑으로부영1단지,84.9933,"25,400",20,용전로 47,중개거래
경상북도 김천시 율곡동,411,센트럴파크한신휴플러스,84.9718,"42,000",24,혁신4로 12,중개거래
경상북도 김천시 율곡동,416,중흥에스클래스프라디움,91.2473,"40,500",18,혁신6로 57,중개거래
경상북도 김천시 율곡동,416,중흥에스클래스프라디움,91.2473,"40,500",14,혁신6로 57,중개거래
경상북도 김천시 율곡동,416,중흥에스클래스프라디움,91.2473,"42,000",12,혁신6로 57,중개거래
경상북도 김천시 율곡동,416,중흥에스클래스프라디움,102.4634,"41,000",2,혁신6로 57,중개거래
경상북도 김천시 율곡동,772,한신더휴 퍼스트리움,75.689,"31,300",3,혁신4로 46,중개거래
경상북도 김천시 율곡동,773,힐스테이트 율곡,84.9704,"35,400",10,용전1로 9,중개거래
경상북도 김천시 율곡동,773,힐스테이트 율곡,84.0213,"36,900",13,용전1로 9,중개거래
경상북도 김천시 율곡동,773,힐스테이트 율곡,84.9704,"37,000",22,용전1로 9,중개거래
경상북도 김천시 율곡동,773,힐스테이트 율곡,84.9704,"36,800",8,용전1로 9,중개거래
경상북도 김천시 응명동,1028,김천대신코아루,84.9475,"19,200",15,아홉사리길 130,중개거래
경상북도 김천시 지좌동,440-2,덕일1,49.69,"2,300",5,지좌길 13,중개거래
경상북도 김천시 지좌동,440-2,덕일1,49.69,"2,300",5,지좌길 13,중개거래
경상북도 김천시 지좌동,482-3,덕일2,49.79,"1,800",1,지좌길 13,직거래
경상북도 김천시 평화동,Sep-72,한일장미,73.44,"7,750",1,평화장미3길 25,중개거래
경상북도 김천시 황금동,Jan-90,황금그린,84.65,"15,300",10,가산1길 29,직거래
경상북도 문경시 공평동,404-13,신평마을,38.52,"3,700",8,공평로 58-9,직거래
경상북도 문경시 모전동,869,대동타운,80.45,"16,300",1,매봉4길 15,중개거래
경상북도 문경시 모전동,869,대동타운,80.45,"17,500",1,매봉4길 15,중개거래
경상북도 문경시 모전동,869,대동타운,59.65,"14,700",8,매봉4길 15,중개거래
경상북도 문경시 모전동,660,대원양지마을,59.9781,"15,300",8,양지4길 14,중개거래
경상북도 문경시 모전동,870,모전주공101동102동,59.97,"10,000",13,매봉4길 25,직거래
경상북도 문경시 모전동,868,문경영풍마드레빌,84.8934,"29,400",14,매봉4길 9,중개거래
경상북도 문경시 모전동,1150,문경코아루,73.768,"29,000",8,당교6길 25,중개거래
경상북도 문경시 모전동,1150,문경코아루,84.982,"33,400",19,당교6길 25,중개거래
경상북도 문경시 모전동,949,신원아침도시,84.9746,"26,700",1,여중1길 30,중개거래
경상북도 문경시 모전동,264-1,현대,59.4,"14,700",5,시청3길 10,중개거래
경상북도 문경시 문경읍 상리,465-1,주흘맨션,78.99,"8,600",1,주흘1길 39,중개거래
경상북도 문경시 문경읍 하리,47,문경타워팰리스,49.77,"11,500",7,주흘3길 3,중개거래
경상북도 문경시 흥덕동,314-4,건영웰스파크,84.97,"20,500",4,호서로 101,중개거래
경상북도 문경시 흥덕동,631-1,푸른숲,48.31,"6,500",7,돈달로 199,중개거래
경상북도 문경시 흥덕동,631-1,푸른숲,48.31,"5,800",2,돈달로 199,직거래
경상북도 문경시 흥덕동,330,흥덕주공,40.32,"2,800",3,돈달로 160,직거래
경상북도 문경시 흥덕동,330,흥덕주공,40.32,"3,700",4,돈달로 160,중개거래
경상북도 봉화군 봉화읍 내성리,334,가든목화,59.84,"4,550",5,거촌로 55,직거래
경상북도 봉화군 봉화읍 내성리,332-2,반송주택,49.05,"2,400",5,거촌로 47-1,직거래
경상북도 상주시 낙양동,132,낙양주공,39.99,"6,500",4,상서문1길 25,중개거래
경상북도 상주시 낙양동,132,낙양주공,49.97,"10,400",7,상서문1길 25,중개거래
경상북도 상주시 낙양동,132,낙양주공,49.97,"11,480",9,상서문1길 25,중개거래
경상북도 상주시 낙양동,199-1,명지1차,59.74,"5,050",5,경상대로 2930-10,중개거래
경상북도 상주시 낙양동,199-1,명지1차,84.79,"12,000",1,경상대로 2930-10,중개거래
경상북도 상주시 낙양동,199-1,명지1차,59.74,"5,250",5,경상대로 2930-10,중개거래
경상북도 상주시 낙양동,199-39,명지2차,84.99,"11,900",4,경상대로 2930-9,직거래
경상북도 상주시 낙양동,444,상주낙양지엘리베라움,62.5803,"22,700",13,경상대로 2910,중개거래
경상북도 상주시 낙양동,444,상주낙양지엘리베라움,84.8453,"29,200",7,경상대로 2910,중개거래
경상북도 상주시 낙양동,444,상주낙양지엘리베라움,63.5766,"23,800",16,경상대로 2910,중개거래
경상북도 상주시 낙양동,444,상주낙양지엘리베라움,62.5803,"22,800",7,경상대로 2910,중개거래
경상북도 상주시 낙양동,444,상주낙양지엘리베라움,62.5803,"21,000",3,경상대로 2910,중개거래
경상북도 상주시 낙양동,444,상주낙양지엘리베라움,62.5803,"21,900",7,경상대로 2910,중개거래
